taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	scientificNameAuthorship	kingdom	phylum	class	order	superfamily	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	modified	namePublishedIn	scientificNameID	verbatimTaxonRank	taxonRemarks	higherClassification
202423			Animalia												kingdom	valid	1999-10-27		202423			
914154		202423	Bilateria		Animalia										subkingdom	valid	2026-07-28		914154			Animalia
914156		914154	Deuterostomia		Animalia										infrakingdom	valid	2026-07-28		914156			Animalia|Bilateria
158852		914156	Chordata		Animalia										phylum	valid	2026-07-28		158852			Animalia|Bilateria|Deuterostomia
331030		158852	Vertebrata		Animalia	Chordata									subphylum	valid	2026-07-28		331030			Animalia|Bilateria|Deuterostomia|Chordata
550210	331030		Caudiverbera Laurenti, 1768	Laurenti, 1768	Animalia	Chordata									genus	synonym	2009-09-01		550210		David Nicolson - ITIS Data Development Coordinator: Myers & Stothers (2006) assert that the type species of Caudiverbera Laurenti 1768 is mythical, 'belonging neither to the Amphibia nor Reptilia.' There appears to be nowhere particularly useful to attach this name in ITIS, other than Vertebrata. About all that can be said of it is that it is a quadriped	Animalia|Bilateria|Deuterostomia|Chordata
914177	331030		Craniata		Animalia	Chordata									subphylum	heterotypicSynonym	2023-06-26		914177			Animalia|Bilateria|Deuterostomia|Chordata
914179		331030	Gnathostomata		Animalia	Chordata									infraphylum	valid	2026-07-28		914179			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata
159783	914179		Gnathostomata		Animalia	Chordata									superclass	synonym	2013-11-04		159783		David Nicolson - ITIS Data Development Coordinator: Ruggiero et al. (2013) treat the gnathostomes as a vertebrate infraphylum rather than as a superclass	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata
161030	914179		Osteichthyes		Animalia	Chordata									superclass	synonym	2017-03-30		161030		David Nicolson - ITIS Data Development Coordinator: Superclass Osteichthyes was formerly used for classes Sarcopterygii and Actinopterygii. Those two are now elevated as superclasses, and Osteichthyes is not used in this classification (Ruggiero et al., 2015), although it is still used by some sources for the group containing Sarcopterygii & Actinopterygii, in contrast to the fossil group Acanthodii	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata
914181		914179	Tetrapoda		Animalia	Chordata									superclass	valid	2026-07-28		914181			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata
179913		914181	Mammalia Linnaeus, 1758	Linnaeus, 1758	Animalia	Chordata									class	valid	2026-07-28		179913			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda
179916		179913	Theria Parker and Haswell, 1897	Parker and Haswell, 1897	Animalia	Chordata	Mammalia								subclass	valid	2026-07-28		179916			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia
179925		179916	Eutheria Gill, 1872	Gill, 1872	Animalia	Chordata	Mammalia								infraclass	valid	2026-07-28		179925		David Nicolson - ITIS Data Development Coordinator: Mammal infraclass Eutheria Gill, 1872 (TSN 179925) is 'pseudohomonym' of (same kingdom but ranks not competing for priority, same name as) beetle genus Eutheria Spaeth, 1909 (TSN 837961)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria
180089		179925	Primates Linnaeus, 1758	Linnaeus, 1758	Animalia	Chordata	Mammalia								order	valid	2026-07-28		180089		Wilson & Reeder, eds. (2005): Comments:  Fully reviewed by Groves (2001c), whose arrangement is followed here, with the addition of some subsequently described species. McKenna and Bell (1997) placed all living Primates in a suborder Euprimates, and reduced Strepsirrhini and Haplorrhini to infraorders; they regarded the Dermoptera as a second suborder of Primates. If Dermoptera are retained as a separate order, as in this volume, the need for Euprimates (in a classification of living taxa) disappears and Strepsirrhini and Haplorrh...	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria
943774		180089	Strepsirrhini É. Geoffroy Saint-Hilaire, 1812	É. Geoffroy Saint-Hilaire, 1812	Animalia	Chordata	Mammalia	Primates							suborder	valid	2023-08-30		943774		Wilson & Reeder, eds. (2005): Comments:  McKenna and Bell (1997) divide the Strepsirrhini into superfamilies Daubentonioidea, Lemuroidea, Loroidea (including Cheirogaleidae) and Indroidea. Evidence that Cheirogaleidae is not related to lorises, and that Indriidae is sister-group to Lemuridae, is given by Groves (2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates
943776		943774	Lemuriformes Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates							infraorder	valid	2023-08-30		943776		Wilson & Reeder, eds. (2005): Comments:  All Malagasy lemur families, with the possible exception of Daubentoniidae, form a monophyletic clade (reviewed in Groves, 2001c). As the families within this clade themselves fall into two groups, it is convenient to recognize infraorders as well as superfamilies	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini
943781		943776	Lemuroidea Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates							superfamily	valid	2023-08-30		943781		Wilson & Reeder, eds. (2005): Comments:  Includes Indridae (Groves, 2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes
572767		943781	Lemuridae Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates	Lemuroidea						family	valid	2023-08-30		572767		Wilson & Reeder, eds. (2005): Comments:  Reviewed by Petter et al. (1977) and Groves (2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea
572768	943790		Megaladapidae Major, 1893	Major, 1893	Animalia	Chordata	Mammalia	Primates	Lemuroidea						family	heterotypicSynonym	2023-08-30		572768			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea
572769	943789		Indridae Burnett, 1828	Burnett, 1828	Animalia	Chordata	Mammalia	Primates	Lemuroidea						family	synonym	2023-08-30		572769		Wilson & Reeder, eds. (2005): Comments:  Reviewed by Groves (2001c). Properly Indridae (see Jenkins,1987:43), but Indriidae was conserved as the correct spelling by Opinion 1995 of the International Commission on Zoological Nomenclature (2002a)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea
572788		572767	Eulemur Simons and Rumpler, 1988	Simons and Rumpler, 1988	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae					genus	valid	2023-08-30		572788			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
572840	572788		Petterus Groves and Eaglen, 1988	Groves and Eaglen, 1988	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur				genus	heterotypicSynonym	2023-08-30		572840		Wilson & Reeder, eds. (2005): Comments:  (citation published 6 October, 1988)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
572789		572767	Hapalemur I. Geoffroy Saint-Hilaire, 1851	I. Geoffroy Saint-Hilaire, 1851	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae					genus	valid	2023-08-30		572789		Wilson & Reeder, eds. (2005): Comments:  Placed in Lepilemuridae (= Megaladapidae) by Tattersall (1982)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
943868	572789		Hapalolemur Giebel, 1855	Giebel, 1855	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur				genus	heterotypicSynonym	2023-08-30		943868			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
943915	572789		Myoxicebus Elliot, 1913	Elliot, 1913	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur				genus	heterotypicSynonym	2023-08-30		943915			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
572790		572767	Lemur Linnaeus, 1758	Linnaeus, 1758	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae					genus	valid	2023-08-30		572790		Wilson & Reeder, eds. (2005): Comments:  Revised by Petter et al. (1977:128-213). Restricted to L. catta by Groves and Eaglen (1988:533) and Simons and Rumpler (1988:547)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
943831	572790		Catta Link, 1806	Link, 1806	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur				genus	heterotypicSynonym	2023-08-30		943831			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
943898	572790		Maki Muirhead, 1819	Muirhead, 1819	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur				genus	heterotypicSynonym	2023-08-30		943898			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
943908	572790		Mococo Lesson, 1878	Lesson, 1878	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur				genus	heterotypicSynonym	2023-08-30		943908			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
943928	572790		Odorlemur Bolwig, 1961	Bolwig, 1961	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur				genus	heterotypicSynonym	2023-08-30		943928			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
943953	572790		Procebus Storr, 1780	Storr, 1780	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur				genus	heterotypicSynonym	2023-08-30		943953			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
943954	572790		Prosimia Boddaert, 1785	Boddaert, 1785	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur				genus	heterotypicSynonym	2023-08-30		943954			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
572791		572767	Varecia Gray, 1863	Gray, 1863	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae					genus	valid	2023-08-30		572791		Wilson & Reeder, eds. (2005): Comments:  Separated from Lemur by J.-J. Petter (1962)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
572792		943790	Lepilemur I. Geoffroy Saint-Hilaire, 1851	I. Geoffroy Saint-Hilaire, 1851	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lepilemuridae					genus	valid	2023-08-30		572792		Wilson & Reeder, eds. (2005): Comments:  Revised by Petter et al. (1977:274-318). Seven of the eight species are known to be karyotypically distinct. Rumpler (1975) and Corbet and Hill (1980:83) placed this genus in a subfamily of Lemuridae. Petter and Petter (1977:6) placed it in its own family Lepilemuridae. Yoder et al. (1999) considered that Lepilemur is probably not, in fact, a member of the Megaladapidae, which is based on a subfossil genus	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lepilemuridae
572843	572792		Mixocebus Peters, 1874	Peters, 1874	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lepilemuridae	Lepilemur				genus	heterotypicSynonym	2023-08-30		572843			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lepilemuridae
943860	572792		Galeocebus Wagner, 1855	Wagner, 1855	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lepilemuridae	Lepilemur				genus	heterotypicSynonym	2023-08-30		943860			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lepilemuridae
943884	572792		Lepidilemur Giebel, 1859	Giebel, 1859	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lepilemuridae	Lepilemur				genus	heterotypicSynonym	2023-08-30		943884			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lepilemuridae
572793		943789	Avahi Jourdan, 1834	Jourdan, 1834	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae					genus	valid	2023-08-30		572793		Wilson & Reeder, eds. (2005): Comments:  Lichanotus has commonly been used for this genus, but see Jenkins (1987:55). Revised in part by Thalmann and Geissmann (2000)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
943866	572793		Habrocebus Wagner, 1839	Wagner, 1839	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi				genus	heterotypicSynonym	2023-08-30		943866			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
943877	572793		Iropocus Gloger, 1841	Gloger, 1841	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi				genus	heterotypicSynonym	2023-08-30		943877			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
943904	572793		Microrhynchus Jourdan, 1834	Jourdan, 1834	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi				genus	heterotypicSynonym	2023-08-30		943904		Wilson & Reeder, eds. (2005): Comments:  [not of Megerle, 1823 (Coleoptera)]	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
943974	572793		Semnocebus Lesson, 1840	Lesson, 1840	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi				genus	heterotypicSynonym	2023-08-30		943974		S.N. Alexander, ITIS Data Development Specialist: Semnocebus Gray, 1870 is a junior homonym of Semnocebus Lesson, 1840	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
572794		943789	Indri É. Geoffroy Saint-Hilaire and G. Cuvier, 1796	É. Geoffroy Saint-Hilaire and G. Cuvier, 1796	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae					genus	valid	2023-08-30		572794			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
943874	572794		Indris G. Cuvier, 1805	G. Cuvier, 1805	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Indri				genus	heterotypicSynonym	2023-08-30		943874			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
943886	572794		Lichanotus Illiger, 1811	Illiger, 1811	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Indri				genus	heterotypicSynonym	2023-08-30		943886			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
943943	572794		Pithelemur Lesson, 1840	Lesson, 1840	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Indri				genus	heterotypicSynonym	2023-08-30		943943			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
572795		943789	Propithecus Bennett, 1832	Bennett, 1832	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae					genus	valid	2023-08-30		572795		Wilson & Reeder, eds. (2005): Comments:  Revised by Groves (2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
943892	572795		Macromerus A. Smith, 1833	A. Smith, 1833	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus				genus	heterotypicSynonym	2023-08-30		943892			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae
572841	572842		Prohapalemur Lamberton, 1936	Lamberton, 1936	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prolemur				genus	heterotypicSynonym	2023-08-30		572841			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
944021	572842		Hapalemur (Prolemur) Gray, 1870	Gray, 1870	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prolemur				subgenus	homotypicSynonym	2021-03-29		944021		David Nicolson - ITIS Data Development Coordinator: Although commonly attributed to the '1870' Proceedings of the Zoological Society of London (p.828), that portion of the volume was published no earlier than April 1871. The same account was also published by Gray in the 'Catalogue of Monkeys, Lemurs, and Fruit-eating Bats in the Collection of the British Museum,' which may have been published in late December 1870 or in early 1871, but in any case this work appears to have been published earlier than the Proceedings version	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
572842		572767	Prolemur Gray, 1870	Gray, 1870	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae					genus	valid	2023-08-30		572842		Wilson & Reeder, eds. (2005): Comments:  A synonym of Hapalemur according to McKenna and Bell (1997); regarded as a full genus by Groves (2001c).David Nicolson - ITIS Data Development Coordinator: Although commonly attributed to the '1870' Proceedings of the Zoological Society of London (p.828), that portion of the volume was published no earlier than April 1871. The same account was also published by Gray in the 'Catalogue of Monkeys, Lemurs, and Fruit-eating Bats in the Collection of the British Museum,' which may have been published in late December 1870 or in early 1871, but in any case this work appears to have been published earlier than the Proceedings version	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae
572864		572788	Eulemur fulvus (É. Geoffroy Saint-Hilaire, 1796)	(É. Geoffroy Saint-Hilaire, 1796)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		fulvus		species	valid	2021-03-29		572864		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Lower Risk (nt).Wilson & Reeder, eds. (2005): Comments:  Does not include albifrons, albocollaris, collaris, rufus or sanfordi; Groves (2001c) treated these forms, generally classed as subspecies, as distinct species	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944477	572864		Lemur bruneus van der Hoeven, 1844	van der Hoeven, 1844	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		bruneus		species	heterotypicSynonym	2021-03-29		944477			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944484	572864		Lemur mayottensis Schlegel, 1866	Schlegel, 1866	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		mayottensis		species	heterotypicSynonym	2021-03-29		944484			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
572865		572788	Eulemur coronatus (Gray, 1842)	(Gray, 1842)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		coronatus		species	valid	2021-03-29		572865		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Vulnerable.Wilson & Reeder, eds. (2005): Comments:  Separated from mongoz by Petter et al. (1977:151)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944479	572865		Lemur chrysampyx Scheuermans, 1846	Scheuermans, 1846	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		chrysampyx		species	heterotypicSynonym	2021-03-29		944479			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
572866		572788	Eulemur macaco (Linnaeus, 1766)	(Linnaeus, 1766)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		macaco		species	valid	2021-03-29		572866		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Critically Endangered as E. m. flavifrons, otherwise Vulnerable	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944722	572866		Lemur leucomystax Bartlett, 1863	Bartlett, 1863	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		leucomystax		species	heterotypicSynonym	2021-03-29		944722			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
945472	572866		Lemur macaco niger Schreber, 1775	Schreber, 1775	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		macaco	niger	subspecies	heterotypicSynonym	2021-03-29		945472			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
572867		572788	Eulemur mongoz (Linnaeus, 1766)	(Linnaeus, 1766)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		mongoz		species	valid	2021-03-29		572867		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Vulnerable	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944476	572867		Prosimia brissonii Lesson, 1840	Lesson, 1840	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prosimia		brissonii		species	heterotypicSynonym	2021-03-29		944476			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944478	572867		Prosimia bugi Lesson, 1840	Lesson, 1840	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prosimia		bugi		species	heterotypicSynonym	2021-03-29		944478			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944480	572867		Lemur cuvieri Fitzinger, 1870	Fitzinger, 1870	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		cuvieri		species	heterotypicSynonym	2021-03-29		944480			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944481	572867		Lemur dubius F. Cuvier, 1834	F. Cuvier, 1834	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		dubius		species	heterotypicSynonym	2021-03-29		944481			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944486	572867		Prosimia micromongoz Lesson, 1840	Lesson, 1840	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prosimia		micromongoz		species	heterotypicSynonym	2021-03-29		944486			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944487	572867		Lemur nigrifrons É. Geoffroy Saint-Hilaire, 1812	É. Geoffroy Saint-Hilaire, 1812	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		nigrifrons		species	heterotypicSynonym	2021-03-29		944487			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
